importateur,npa,commune,canton,litres_rouge,litres_blanc,litres_total,noga_code,noga_label,commentaire,groupe,pays
Korkira by Maltaric,9205,Waldkirch,SG,225.0,113.0,338.0,,,,,CH
Porto Sofie GmbH,8274,Gottlieben,TG,0.0,338.0,338.0,,,,,CH
Gourmet Factory Walchwil GmbH,6318,Walchwil,ZG,225.0,113.0,338.0,,,,,CH
Creation CSR,8045,Zürich,ZH,116.0,221.0,337.0,,,,,CH
SellWine Sagl,6807,Taverne,TI,288.0,45.0,333.0,,,,,CH
VINOTTI Otto Hintermeister,8400,Winterthur,ZH,251.0,80.0,331.0,,,,,CH
Real-Stein AG,8498,Gibswil,ZH,113.0,216.0,329.0,,,,,CH
GG Distribution alimentaire,1163,Etoy,VD,320.0,9.0,329.0,,,,,CH
Delizie del Sud Piscitelli Claudio,8706,Meilen,ZH,297.0,32.0,329.0,,,,,CH
Philippe Hefti Handels AG,9495,Triesen,FL,328.0,0.0,328.0,,,,,LI
Hotel Höfli Altdorf AG,6460,Altdorf UR,UR,255.0,72.0,327.0,,,,,CH
Grandits Gastronomie GmbH,4059,Basel,BS,235.0,90.0,325.0,,,,,CH
CityCellar AG,6264,Pfaffnau,LU,324.0,0.0,324.0,,,,,CH
JBJ MANAGEMENT Sàrl,1003,Lausanne,VD,324.0,0.0,324.0,,,,,CH
David Brodie Waterhouse,3826,Gimmelwald,BE,63.0,261.0,324.0,,,,,CH
Selezione d'Italia Pugliese,1010,Lausanne,VD,272.0,51.0,323.0,,,,,CH
T&T Gourmet Factory GmbH,3012,Bern,BE,12.0,310.0,322.0,,,,,CH
Sagino Weine & Delicatessen AG,6340,Baar,ZG,320.0,0.0,320.0,,,,,CH
oleowine sàrl,1202,Genève,GE,113.0,207.0,320.0,,,,,CH
SIEGFRIED Arnaud,1630,Bulle,FR,230.0,90.0,320.0,,,,,CH
OLIVER'S WINE SHOP à Montlebon,2300,La Chaux-de-Fonds,NE,161.0,156.0,317.0,,,,,CH
Govindo Cecchini,5405,Dättwil AG,AG,149.0,167.0,316.0,,,,,CH
Mario Gaffuri,4125,Riehen,BL,315.0,0.0,315.0,,,,,CH
Jofrag AG,9443,Widnau,SG,90.0,225.0,315.0,,,,,CH
GVSA Grands Vins de Sicile,1315,La Sarraz,VD,0.0,315.0,315.0,,,,,CH
Pugliese GmbH,4654,Lostorf,SO,135.0,180.0,315.0,,,,,CH
JREIJ DISTRIBUTION,1242,Satigny,GE,252.0,63.0,315.0,,,,,CH
LES BULLES AG,8125,Zollikerberg,ZH,136.0,178.0,314.0,,,,,CH
Weinkind by Ursi Eichmann,4665,Oftringen,AG,89.0,225.0,314.0,,,,,CH
Bacchus Weine Theodor Riccardo,8153,Rümlang,ZH,299.0,14.0,313.0,,,,,CH
VINCI IMPORT,3072,Ostermundigen,BE,216.0,95.0,311.0,,,,,CH
GIORGI OLIM LATIUM,8006,Zürich,ZH,203.0,108.0,311.0,,,,,CH
Christa und Heidy Merz GmbH,6315,Oberägeri,ZG,311.0,0.0,311.0,,,,,CH
Wine Queen Fuger Boutique,1735,Giffers,FR,162.0,149.0,311.0,,,,,CH
Knauf AG,4153,Reinach BL,BL,229.0,81.0,310.0,,,,,CH
Swiss Investment and Finance SA,1204,Genève,GE,290.0,18.0,308.0,,,,,CH
Just Need Wine GmbH,8048,Zürich,ZH,0.0,306.0,306.0,,,,,CH
PI Engineering GmbH,2562,Port,BE,0.0,306.0,306.0,,,,,CH
EPIC WINE Sàrl,1204,Genève,GE,61.0,241.0,302.0,,,,,CH
Cama Weinshop Inh. Carole Gertsch,3652,Hilterfingen,BE,207.0,95.0,302.0,,,,,CH
HOTEL BERNINA AG,7503,Samedan,GR,302.0,0.0,302.0,,,,,CH
Valleponci (Schweiz) AG,3013,Bern,BE,45.0,255.0,300.0,,,,,CH
Brégy Charles André,1958,St-Léonard,VS,0.0,300.0,300.0,,,,,CH
L'incanto Poggio Gianluca,3270,Aarberg,BE,297.0,0.0,297.0,,,,,CH
Bitto Sàrl,1052,Mont-sur-Lausanne,VD,180.0,117.0,297.0,,,,,CH
Grottino GmbH,7050,Arosa,GR,9.0,288.0,297.0,,,,,CH
Gasthaus zur Brugg GmbH,5400,Baden,AG,0.0,297.0,297.0,,,,,CH
Schirinzi Group Sàrl,2525,Le Landeron,BE,243.0,54.0,297.0,,,,,CH
Giantomaso Weine,8309,Nürensdorf,ZH,297.0,0.0,297.0,,,,,CH
Tinto y Amigos KlG,9037,Speicherschwendi,AR,293.0,0.0,293.0,,,,,CH
Walter Schmocker Weine,3550,Langnau,BE,279.0,14.0,293.0,,,,,CH
Cantina del Borgo Sàrl,1920,Martigny,VS,206.0,86.0,292.0,,,,,CH
Winey GmbH,4410,Liestal,BL,290.0,0.0,290.0,,,,,CH
Vicino Wein & Medien Kramarz,8008,Zürich,ZH,126.0,162.0,288.0,,,,,CH
21 Club SA,1207,Genève,GE,288.0,0.0,288.0,,,,,CH
Candide Finanz GmbH,8832,Wollerau,SZ,0.0,287.0,287.0,,,,,CH
Art'Vigne M. Périnat,2300,La Chaux-de-Fonds,NE,189.0,95.0,284.0,,,,,CH
DuePosti GmbH,8955,Oetwil an der Limmat,ZH,284.0,0.0,284.0,,,,,CH
GQ's Sagl,6930,Bedano,TI,63.0,221.0,284.0,,,,,CH
Gonzalo Mongil Izquierdo,6340,Baar,ZG,249.0,34.0,283.0,,,,,CH
Schmidis Wine Delivery,3920,Zermatt,VS,273.0,9.0,282.0,,,,,CH
Celec GmbH,8640,Rapperswil SG,SG,160.0,121.0,281.0,,,,,CH
SPECIALE GROUP SA,7505,Celerina,GR,176.0,104.0,280.0,,,,,CH
Wine and More GmbH,5622,Waltenschwil,AG,244.0,36.0,280.0,,,,,CH
Buonaroma AG,5620,Bremgarten AG,AG,158.0,122.0,280.0,,,,,CH
MK Wein + Gastro GmbH,4614,Hägendorf,SO,280.0,0.0,280.0,,,,,CH
Alex D. Täschler Trade + Services,3550,Langnau i. E.,BE,203.0,77.0,280.0,,,,,CH
Wine Brothers KLG,8965,Berikon,ZH,108.0,171.0,279.0,,,,,CH
CA-RE Trade,8135,Langnau am Albis,ZH,81.0,198.0,279.0,,,,,CH
Giuseppe Riggi,6982,Agno,TI,269.0,9.0,278.0,,,,,CH
imhof wine&spirits,3312,Fraubrunnen,BE,239.0,36.0,275.0,,,,,CH
MoAn Sagl,6517,Arbedo,TI,0.0,275.0,275.0,,,,,CH
La Sughera Sagl,6648,Minusio,TI,194.0,77.0,271.0,,,,,CH
Sulcommerce GmbH,3665,Wattenwil,BE,270.0,0.0,270.0,,,,,CH
VINLIBRE Edme,2000,Neuchâtel,NE,270.0,0.0,270.0,,,,,CH
Va et Vins Sàrl,2000,Neuchâtel,NE,135.0,135.0,270.0,,,,,CH
GUPTA-GASTRO-LINE GmbH,8050,Zürich,ZH,135.0,135.0,270.0,,,,,CH
Au Cochon d'Or SA,1530,Payerne,VD,36.0,234.0,270.0,,,,,CH
Oliarte GmbH,6403,Küssnacht am Rigi,SZ,270.0,0.0,270.0,,,,,CH
Bellomo GmbH,4142,Münchenstein,BL,0.0,270.0,270.0,,,,,CH
Sense of Delight GmbH,6330,Cham,ZG,81.0,188.0,269.0,,,,,CH
Straiton Fine Wine,8804,Au ZH,ZH,243.0,26.0,269.0,,,,,CH
Maury,1170,Aubonne,VD,252.0,14.0,266.0,,,,,CH
Cantina BRUSA KLG,4900,Langenthal,BE,192.0,72.0,264.0,,,,,CH
Restaurant Sonnenberg Sirnach GmbH,8370,Sirnach,TG,154.0,108.0,262.0,,,,,CH
Rämi wine&more,8932,Mettmenstetten,ZH,113.0,149.0,262.0,,,,,CH
IL MIRTILLO Sarl,1234,Vessy,GE,261.0,0.0,261.0,,,,,CH
Di Flaviano Romano Import,8957,Spreitenbach,ZH,153.0,108.0,261.0,,,,,CH
Bad Peiden AG,8702,Zollikon,ZH,18.0,243.0,261.0,,,,,CH
Spirit Trading Import Sàrl,1400,Yverdon-les-Bains,VD,113.0,148.0,261.0,,,,,CH
CMD Brands GmbH,3007,Bern,BE,0.0,260.0,260.0,,,,,CH
Solioz & Tabet SNC,1610,Châtillens,FR,258.0,0.0,258.0,,,,,CH
Wüthrich Weinhandel,8804,Au ZH,ZH,203.0,54.0,257.0,,,,,CH
Vinothek Hug,8404,Winterthur,ZH,243.0,14.0,257.0,,,,,CH
Vinomania Rigoni,8926,Uerzlikon,ZH,171.0,86.0,257.0,,,,,CH
Fritz Seidler Klapotetz,4058,Basel,BS,72.0,185.0,257.0,,,,,CH
Zabarella Acque Minerali SA,6926,Montagnola,TI,0.0,257.0,257.0,,,,,CH
Cortinas Polissage SA,2300,La Chaux-de-Fonds,NE,257.0,0.0,257.0,,,,,CH
WYNEX GMBH,8308,Illnau,ZH,122.0,135.0,257.0,,,,,CH
Premium Weine GmbH,6033,Buchrain,LU,232.0,24.0,256.0,,,,,CH
Les Caves du Château,1720,Corminboeuf,FR,252.0,0.0,252.0,,,,,CH
Enoteca il tagliato,6317,Oberwil b. Zug,ZG,252.0,0.0,252.0,,,,,CH
Benela's GmbH,3073,Gümligen,BE,27.0,224.0,251.0,,,,,CH
Malver Conde Wine,1207,Genève,GE,153.0,95.0,248.0,,,,,CH
PI Engineering GmbH,2562,Port,BE,248.0,0.0,248.0,,,,,CH
Da Luigi italienische,4800,Zofingen,AG,158.0,90.0,248.0,,,,,CH
Cresta Palace Celerina AG,7505,Celerina,GR,158.0,90.0,248.0,,,,,CH
RebRebellen B+B klg,3084,Wabern,BE,0.0,248.0,248.0,,,,,CH
Wein-Traube Aebischer,9523,Züberwangen,SG,149.0,99.0,248.0,,,,,CH
NonSoloAqua Sagl,6814,Cadempino,TI,214.0,32.0,246.0,,,,,CH
Olympus hellenic taste,8952,Schlieren,ZH,0.0,245.0,245.0,,,,,CH
Valdovalaisan Sàrl,1897,Le Bouveret,VS,95.0,149.0,244.0,,,,,CH
TASTAE di Dario Pistarà,6825,Capolago,TI,90.0,153.0,243.0,,,,,CH
Buholzer Weine Buholzer Reisen GmbH,6374,Buochs,NW,225.0,18.0,243.0,,,,,CH
VONLANTHEN SELECTIONS,1784,Courtepin,FR,99.0,144.0,243.0,,,,,CH
Schiahorn AG,7000,Chur,GR,243.0,0.0,243.0,,,,,CH
Gourmellino Müller GmbH,8640,Rapperswil SG,SG,134.0,108.0,242.0,,,,,CH
Giuseppe Cataffo,6828,Balerna,TI,50.0,189.0,239.0,,,,,CH
SGOIFO Import,1485,Nuvilly,VD,81.0,158.0,239.0,,,,,CH
Gourmori GmbH,8001,Zürich,ZH,185.0,53.0,238.0,,,,,CH
Taste Designer GmbH,7304,Maienfeld,GR,0.0,237.0,237.0,,,,,CH
VIVINO Inhaberin Victoria Bringolf,4900,Langenthal,BE,234.0,2.0,236.0,,,,,CH
Enzonet Sàrl,1023,Crissier,VD,236.0,0.0,236.0,,,,,CH
SALGROTTO SA,6900,Massagno,TI,141.0,95.0,236.0,,,,,CH
Alpina Val Müstair AG,7536,Sta. Maria Val Müstair,GR,167.0,68.0,235.0,,,,,CH
Millésimes Sàrl,1920,Martigny,VS,234.0,0.0,234.0,,,,,CH
Audela Hospitality AG,8004,Zürich,ZH,214.0,18.0,232.0,,,,,CH
Felix Christen,8304,Wallisellen,ZH,218.0,9.0,227.0,,,,,CH
Sockeye Wildlachs Import Felser,2516,Lamboing,BE,149.0,77.0,226.0,,,,,CH
Etna Bar KLG,4052,Basel,BS,113.0,113.0,226.0,,,,,CH
Peposo KlG,8006,Zürich,ZH,158.0,68.0,226.0,,,,,CH
Giger Weine,8580,Amriswil,TG,180.0,45.0,225.0,,,,,CH
Les Fous du Roi S.A.R.L.,1071,St-Saphorin-Lavaux,VD,225.0,0.0,225.0,,,,,CH
GS Real GmbH,3400,Burgdorf,BE,225.0,0.0,225.0,,,,,CH
Hosta AG,6052,Hergiswil NW,NW,225.0,0.0,225.0,,,,,CH
Thomas-Bassot SA,4153,Reinach BL,BL,225.0,0.0,225.0,,,,,CH
Vinum Divinum GmbH,5436,Würenlos,AG,225.0,0.0,225.0,,,,,CH
Weinkeller Rauch,8132,Egg b. Zürich,ZH,225.0,0.0,225.0,,,,,CH
FCompany SA,6900,Lugano,TI,27.0,197.0,224.0,,,,,CH
AFW Austrian Fine Wine GmbH,8008,Zürich,ZH,211.0,11.0,222.0,,,,,CH
Treuhand Quaranta GmbH,4422,Arisdorf,BL,122.0,99.0,221.0,,,,,CH
Elmar Gangl kunst.genuss.kultur,9492,Eschen,FL,41.0,180.0,221.0,,,,,LI
Langlois et Couto Rosado SNC,1204,Genève,GE,122.0,95.0,217.0,,,,,CH
Fankhauser Bauleitungen GmbH,3295,Rüti b. Büren,BE,0.0,216.0,216.0,,,,,CH
Sonnmatt-Garage Frei AG,3506,Grosshöchstetten,BE,150.0,66.0,216.0,,,,,CH
67 Pall Mall Verbier Sàrl,1936,Verbier,VS,172.0,44.0,216.0,,,,,CH
Gran Sapori Annese,1433,Suchy,VD,139.0,77.0,216.0,,,,,CH
Oremus Klosterladen,8001,Zürich,ZH,161.0,53.0,214.0,,,,,CH
Trendcompany AG,9532,Rickenbach b. Wil,SG,0.0,214.0,214.0,,,,,CH
UNI SHOP INTERNATIONAL SA,6900,Lugano,TI,144.0,69.0,213.0,,,,,CH
Cavis Sagl,6962,Viganello,TI,213.0,0.0,213.0,,,,,CH
Excelys Wine SA,1091,Grandvaux,VD,95.0,117.0,212.0,,,,,CH
Cipriano Miguel Import HTP,4123,Allschwil,BL,122.0,90.0,212.0,,,,,CH
Plüss Gastro - Skihaus Ibach,6433,Stoos SZ,SZ,164.0,45.0,209.0,,,,,CH
Lakomka GmbH,8051,Zürich,ZH,146.0,62.0,208.0,,,,,CH
Bondolfi Vini GmbH,7742,Poschiavo,GR,207.0,0.0,207.0,,,,,CH
Trinacria Vini S. Nicolosi-La Comare,2540,Grenchen,BE,207.0,0.0,207.0,,,,,CH
BELLEZZA - rundum schön GmbH,6018,Buttisholz,LU,95.0,108.0,203.0,,,,,CH
J. Sersa Slovina,5430,Wettingen,AG,135.0,68.0,203.0,,,,,CH
Café 2277 Sàrl,1243,Presinge,GE,140.0,61.0,201.0,,,,,CH
d'Y-vins Sàrl,1400,Yverdon-les-Bains,VD,41.0,158.0,199.0,,,,,CH
Winestia GmbH,6330,Cham,ZG,113.0,86.0,199.0,,,,,CH
Marc Iraschko Weinhandel,4102,Binningen,BL,0.0,198.0,198.0,,,,,CH
U MMIIER Weinhandels GmbH,5000,Aarau,AG,108.0,90.0,198.0,,,,,CH
Secrets of Burgundy SARL,1204,Genève,GE,90.0,108.0,198.0,,,,,CH
LA PLAZA SA,7742,Poschiavo,GR,99.0,99.0,198.0,,,,,CH
Gran Caffè Royal Karoma SA,1204,Genève,GE,99.0,99.0,198.0,,,,,CH
Ma Bourgogne Sàrl,1897,Le Bouveret,VS,54.0,144.0,198.0,,,,,CH
World Web Wines SA,1213,Lancy,GE,80.0,118.0,198.0,,,,,CH
Jade Gastro GmbH,8645,Jona,SG,0.0,198.0,198.0,,,,,CH
Conrad's Mountain Lodge AG,7513,Silvaplana,GR,99.0,99.0,198.0,,,,,CH
Vin Esprit GmbH,8049,Zürich,ZH,92.0,104.0,196.0,,,,,CH
FORMOS di Uboldi Sandro Mario,6932,Breganzona,TI,45.0,150.0,195.0,,,,,CH
SWEP Sagl,6850,Mendrisio,TI,80.0,114.0,194.0,,,,,CH
Interno.24 KLG,8200,Schaffhausen,SH,108.0,83.0,191.0,,,,,CH
GutImport GmbH,3855,Brienz BE,BE,167.0,23.0,190.0,,,,,CH
Aspermont Sàrl,1553,Châtonnaye,VD,99.0,90.0,189.0,,,,,CH
Il regno del vino,4563,Gerlafingen,SO,117.0,72.0,189.0,,,,,CH
Rheingerbe AG,8260,Stein am Rhein,SH,99.0,90.0,189.0,,,,,CH
Traumweine.com Huser,9425,Thal,SG,99.0,90.0,189.0,,,,,CH
Good's Finder Sàrl,1201,Genève,GE,53.0,134.0,187.0,,,,,CH
St. Roch Vertriebsgesellschaft mbH,3423,Ersigen,BE,185.0,0.0,185.0,,,,,CH
WEBOS Consulting Weber Oscar,8832,Wollerau,SZ,131.0,54.0,185.0,,,,,CH
domitius vins Beat Begert,1595,Faoug,VD,185.0,0.0,185.0,,,,,CH
TRINITY SPIRIT Sàrl,1204,Genève,GE,144.0,38.0,182.0,,,,,CH
Gastronomia Italian - Maiolo Anstalt,9496,Balzers,FL,113.0,68.0,181.0,,,,,LI
Maloja Palace AG,7516,Maloja,GR,90.0,90.0,180.0,,,,,CH
Schellenberg Wein,8173,Neerach,ZH,72.0,108.0,180.0,,,,,CH
Noon céramique café Sàrl,1207,Genève,GE,63.0,117.0,180.0,,,,,CH
Nicola Porcelli,1018,Lausanne,VD,180.0,0.0,180.0,,,,,CH
Organicum Goncalves de Matos,6023,Rothenburg,LU,180.0,0.0,180.0,,,,,CH
ZAVAS Hermann,6204,Sempach,LU,90.0,90.0,180.0,,,,,CH
GiGa Solutions AG,6340,Baar,ZG,104.0,74.0,178.0,,,,,CH
JUSTAIR Sàrl,1293,Bellevue,GE,149.0,27.0,176.0,,,,,CH
SGM Food Sàrl,1004,Lausanne,VD,72.0,104.0,176.0,,,,,CH
Suter und Suter Weine KLG,8113,Boppelsen,ZH,0.0,176.0,176.0,,,,,CH
Liso&Gina Sàrl,1022,Chavannes-près-Renens,VD,65.0,108.0,173.0,,,,,CH
CG Praud-Prongué Sàrl,2953,Pleujouse,JU,164.0,9.0,173.0,,,,,CH
Genusswelten GmbH,4419,Lupsingen,BL,32.0,140.0,172.0,,,,,CH
Gourmet Dolceterre Italiane GmbH,2562,Port,BE,171.0,0.0,171.0,,,,,CH
Food & Wine AG für Lebenskultur,6204,Sempach,LU,0.0,171.0,171.0,,,,,CH
Sunhand GmbH,5040,Schöftland,AG,79.0,92.0,171.0,,,,,CH
Anathek GmbH,3005,Bern,BE,0.0,170.0,170.0,,,,,CH
Fattoreffe by Fazari,4853,Riken AG,AG,135.0,34.0,169.0,,,,,CH
Dielan Dienstleistungen Lang,4145,Gempen,BL,77.0,91.0,168.0,,,,,CH
Casa Mediterranea GmbH,8117,Fällanden,ZH,113.0,54.0,167.0,,,,,CH
Taste of Italy-Italian Luxury Food,8604,Volketswil,ZH,167.0,0.0,167.0,,,,,CH
Nicolas Donadello 63,1530,Payerne,VD,167.0,0.0,167.0,,,,,CH
Wostok GmbH,3018,Bern,BE,90.0,75.0,165.0,,,,,CH
Le Rossignol,1005,Lausanne,VD,86.0,77.0,163.0,,,,,CH
Paletti AG,8005,Zürich,ZH,135.0,27.0,162.0,,,,,CH
V 2 Z Sàrl,1204,Genève,GE,139.0,22.0,161.0,,,,,CH
Hauksson Weine GmbH,5235,Rüfenach AG,AG,101.0,59.0,160.0,,,,,CH
Domaine Renaud Burnier SA,1786,Sugiez,FR,155.0,5.0,160.0,,,,,CH
Xaloc Vino GmbH,6300,Zug,ZG,132.0,27.0,159.0,,,,,CH
Special Innovation AG,8964,Rudolfstetten,ZH,0.0,159.0,159.0,,,,,CH
Galli Sergio Lebensmittel Zernez,7530,Zernez,GR,153.0,0.0,153.0,,,,,CH
Breitenmoser,9050,Appenzell Steinegg,AR,153.0,0.0,153.0,,,,,CH
Basara Sagl,6900,Lugano,TI,39.0,113.0,152.0,,,,,CH
Brunecker Speisen & Reisen,8166,Niederweningen,ZH,150.0,0.0,150.0,,,,,CH
Commune de Vevey Les Vignes de,1800,Vevey,VD,150.0,0.0,150.0,,,,,CH
Tartufi & Food Sagl,6900,Lugano,TI,63.0,86.0,149.0,,,,,CH
saporinostri.ch KLG,4553,Subingen,SO,99.0,50.0,149.0,,,,,CH
Suisse Catering Commercial,6900,Paradiso,TI,95.0,54.0,149.0,,,,,CH
S.B. Mélèze Sàrl,3961,Grimentz,VS,113.0,36.0,149.0,,,,,CH
Auberge du Prévoux Sàrl,2400,Le Locle,NE,106.0,41.0,147.0,,,,,CH
ASLAN PARTY DECORATIONS,1203,Genève,GE,77.0,68.0,145.0,,,,,CH
Wykeller AG Bern,3013,Bern,BE,117.0,27.0,144.0,,,,,CH
Format records books + more KlG,5210,Windisch,AG,29.0,115.0,144.0,,,,,CH
Seeland Handels GmbH,2555,Brügg BE,BE,27.0,117.0,144.0,,,,,CH
Imex Delikatessen AG,8853,Lachen SZ,SZ,144.0,0.0,144.0,,,,,CH
Monnet Wine,8152,Glattpark (Opfikon),ZH,99.0,45.0,144.0,,,,,CH
Vermicelles Brand AG,3362,Niederönz,BE,72.0,72.0,144.0,,,,,CH
Thurtalbräu AG,8500,Frauenfeld,TG,0.0,141.0,141.0,,,,,CH
Eurêka vins Sàrl,1095,Lutry,VD,140.0,0.0,140.0,,,,,CH
Les Saveurs de Sardaigne /,1424,Champagne,VD,130.0,9.0,139.0,,,,,CH
BERG BISTROT SAGL,6900,Lugano,TI,137.0,0.0,137.0,,,,,CH
Maria Severino da Silva Wein und,7494,Davos Wiesen,GR,45.0,90.0,135.0,,,,,CH
King Quail Flavours GmbH,4059,Basel,BS,45.0,90.0,135.0,,,,,CH
La Martina Gastro GmbH,7270,Davos Platz,GR,90.0,45.0,135.0,,,,,CH
DANIEL OSCAR GLASNER SA,1208,Genève,GE,135.0,0.0,135.0,,,,,CH
Fabio Giovanni Battista Ticozzi,6600,Locarno,TI,94.0,41.0,135.0,,,,,CH
4G Wines AG,8808,Pfäffikon SZ,SZ,135.0,0.0,135.0,,,,,CH
MELSA GmbH,4125,Riehen,BL,0.0,135.0,135.0,,,,,CH
Vinect GmbH,8636,Wald ZH,ZH,45.0,90.0,135.0,,,,,CH
Wine2Know GmbH,8806,Bäch SZ,SZ,135.0,0.0,135.0,,,,,CH
M.P. TRADE AG,8132,Egg b. Zürich,ZH,9.0,126.0,135.0,,,,,CH
Corpataux Anne-Raymonde,1735,Giffers,FR,0.0,135.0,135.0,,,,,CH
Scuola Tennis by Margaroli Sagl,6965,Cadro,TI,135.0,0.0,135.0,,,,,CH
Mare E Monti SSIP Sàrl,1005,Lausanne,VD,84.0,50.0,134.0,,,,,CH
Theresia AG,6424,Lauerz,SZ,133.0,0.0,133.0,,,,,CH
F & B Solutions SA,6854,S. Pietro,TI,132.0,0.0,132.0,,,,,CH
LINGUINI SA,1227,Carouge,GE,61.0,71.0,132.0,,,,,CH
Cuore GmbH,8803,Rüschlikon,ZH,0.0,131.0,131.0,,,,,CH
Vinum Aurum Weinhandels GmbH,6330,Cham,ZG,117.0,14.0,131.0,,,,,CH
Ge.Ne CH SA,6934,Bioggio,TI,0.0,131.0,131.0,,,,,CH
Pure Spirit SA,1815,Clarens,VD,101.0,30.0,131.0,,,,,CH
ANOCOR GmbH,6900,Lugano,TI,0.0,130.0,130.0,,,,,CH
Olivier Chastellain S.A.R.L.,1023,Crissier,VD,102.0,27.0,129.0,,,,,CH
VAD Debruyne,1691,Villarimboud,FR,128.0,0.0,128.0,,,,,CH
Vino Paradiso,8174,Stadel b. Niederglatt,ZH,122.0,5.0,127.0,,,,,CH
Swissconnect Consulting SA,1247,Anières,GE,113.0,14.0,127.0,,,,,CH
TRADEOPOLIS SA,6926,Montagnola,TI,101.0,23.0,124.0,,,,,CH
Association VINEA,3960,Sierre,VS,121.0,2.0,123.0,,,,,CH
Humbel Spezialitätenbrennerei AG,5608,Stetten AG,AG,41.0,82.0,123.0,,,,,CH
taste of slovenia Inh. Meier,9403,Goldach,SG,0.0,122.0,122.0,,,,,CH
PERBACCO! Andrea Molaschi,1092,Belmont-Lausanne,VD,111.0,9.0,120.0,,,,,CH
francesca's winery Francesca Buri,7500,St. Moritz,GR,30.0,90.0,120.0,,,,,CH
flowtrade GmbH,4142,Münchenstein,BL,90.0,29.0,119.0,,,,,CH
Asolando-Import GmbH,6300,Zug,ZG,104.0,14.0,118.0,,,,,CH
Weinstein St.Gallen AG,9000,St. Gallen,SG,116.0,0.0,116.0,,,,,CH
Buongiorno-Mercato GmbH,8606,Nänikon,ZH,64.0,51.0,115.0,,,,,CH
CMN Holding Anstalt,9490,Vaduz,FL,84.0,30.0,114.0,,,,,LI
Lajcs SA,1004,Lausanne,VD,113.0,0.0,113.0,,,,,CH
Bottega Mediterranea KLG,4310,Rheinfelden,AG,113.0,0.0,113.0,,,,,CH
L'Adage Sàrl,2300,La Chaux-de-Fonds,NE,113.0,0.0,113.0,,,,,CH
THE GODDESS COLLECTIVE GMBH,8050,Zürich,ZH,45.0,68.0,113.0,,,,,CH
Glas Gastro GmbH,3863,Gadmen,BE,45.0,66.0,111.0,,,,,CH
Caviar House & Prunier Group SA,1204,Genève,GE,0.0,108.0,108.0,,,,,CH
Tonbild Spinnerei Luzern AG,6003,Luzern,LU,0.0,108.0,108.0,,,,,CH
ITALFOOD DI BALSAMINI,6900,Lugano,TI,107.0,0.0,107.0,,,,,CH
Vinatis Suisse Sarl,1225,Chêne-Bourg,GE,75.0,32.0,107.0,,,,,CH
Hollenstein Gourmet Shop und,5702,Niederlenz,AG,92.0,14.0,106.0,,,,,CH
Grafik Werkstatt Schweiz AG,3432,Lützelflüh-Goldbach,BE,20.0,84.0,104.0,,,,,CH
L'Atelier d'Anaé Depallens,1024,Ecublens VD,VD,99.0,0.0,99.0,,,,,CH
Igra Lignum Bizzozero,1632,Riaz,FR,78.0,21.0,99.0,,,,,CH
Atharoal GmbH,7017,Flims Dorf,GR,99.0,0.0,99.0,,,,,CH
Projer Architektur AG,7477,Filisur,GR,72.0,27.0,99.0,,,,,CH
Rüti Andermatt GmbH,6490,Andermatt,UR,0.0,95.0,95.0,,,,,CH
JACEF SARL,1223,Cologny,GE,59.0,36.0,95.0,,,,,CH
GTA Sàrl,2502,Biel/Bienne,BE,95.0,0.0,95.0,,,,,CH
Silverbogen AG,8001,Zürich,ZH,60.0,35.0,95.0,,,,,CH
Auris Consulting & Investment SA,1204,Genève,GE,92.0,0.0,92.0,,,,,CH
C Bauunternehmung Centorame AG,7493,Schmitten (Albula),GR,68.0,23.0,91.0,,,,,CH
Anton Alois Blöchliger,8730,Uznach,SG,0.0,90.0,90.0,,,,,CH
S&B LivinGroup GmbH,8964,Rudolfstetten,ZH,45.0,45.0,90.0,,,,,CH
De Ronchi Wines,5442,Fislisbach,AG,36.0,54.0,90.0,,,,,CH
SYP SA,1205,Genève,GE,65.0,25.0,90.0,,,,,CH
Fernandes de Almeida Sàrl,1032,Romanel-sur-Lausanne,VD,90.0,0.0,90.0,,,,,CH
Langatun Distillery AG,4912,Aarwangen,BE,0.0,90.0,90.0,,,,,CH
Magnus Vinum,8305,Dietlikon,ZH,0.0,90.0,90.0,,,,,CH
le zaparel vins fins GmbH,3013,Bern,BE,45.0,45.0,90.0,,,,,CH
Schiller AG,6341,Baar,ZG,90.0,0.0,90.0,,,,,CH
Thomas Wetzel,4252,Bärschwil,SO,22.0,68.0,90.0,,,,,CH
Ghioldi SA,6855,Stabio,TI,67.0,20.0,87.0,,,,Pôle Agroalimentaire de Stabio,CH
FREE SHOP CIGARS SA,6850,Mendrisio,TI,54.0,32.0,86.0,,,,,CH
Nussbaum-Weine,9410,Heiden,AR,83.0,0.0,83.0,,,,,CH
Philippe Geinoz,2406,La Brévine,NE,0.0,83.0,83.0,,,,,CH
Delizie & Sapori Sagl,6835,Morbio Superiore,TI,17.0,65.0,82.0,,,,,CH
Montefid GmbH,8942,Oberrieden,ZH,50.0,32.0,82.0,,,,,CH
Piaceri del Sud GmbH,8053,Zürich,ZH,68.0,14.0,82.0,,,,,CH
GREUB'S SCHATZTRUHE,4934,Madiswil,BE,74.0,7.0,81.0,,,,,CH
DIWINE SEVERIN NIKLAUS,3095,Spiegel b. Bern,BE,63.0,18.0,81.0,,,,,CH
TI LAB SA,6864,Arzo,TI,79.0,1.0,80.0,,,,,CH
